gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_4556.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_649.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_1754.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_3769.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_6091.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_4106.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUGmented_0_8270.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_9734.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_219.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUGmented_0_1952.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_2482.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_5347.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/ISIC_0028965.jpg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_2178.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_7680.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_6838.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_2528.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUGmented_0_9174.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUGmented_0_1544.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_7395.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUGmented_0_1114.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_4940.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_5652.jpeg, Melanoma
gs://YOUR-GCS-BUCKET/dataset_derm/Melanoma/AUG_0_2197.jpeg, Melanoma
